#tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_term	PubMed	Category
8839	101800422	GO:0005794	IEA	located_in	Golgi apparatus	30032202	Component
8839	101800422	GO:0006256	IEA	involved_in	UDP catabolic process	30032202	Process
8839	101800422	GO:0016020	IEA	located_in	membrane	30032202	Component
8839	101800422	GO:0017111	IEA	enables	ribonucleoside triphosphate phosphatase activity	30032202	Function
8839	101800422	GO:0045134	IEA	enables	UDP phosphatase activity	30032202	Function
8839	101800422	GO:0046036	IEA	involved_in	CTP metabolic process	30032202	Process
8839	101800423	GO:0005178	IEA	enables	integrin binding	30032202	Function
8839	101800423	GO:0005925	IEA	located_in	focal adhesion	30032202	Component
8839	101800423	GO:0007160	IEA	involved_in	cell-matrix adhesion	30032202	Process
8839	101800423	GO:0007229	IEA	involved_in	integrin-mediated signaling pathway	30032202	Process
8839	101800423	GO:0008305	IEA	part_of	integrin complex	30032202	Component
8839	101800423	GO:0009986	IEA	located_in	cell surface	30032202	Component
8839	101800423	GO:0016477	IEA	involved_in	cell migration	30032202	Process
8839	101800423	GO:0033627	IEA	involved_in	cell adhesion mediated by integrin	30032202	Process
8839	101800423	GO:0098609	IEA	involved_in	cell-cell adhesion	30032202	Process
8839	101800424	GO:0005576	IEA	located_in	extracellular region	22301074	Component
8839	101800424	GO:0006954	IEA	involved_in	inflammatory response	30032202	Process
8839	101800424	GO:0008009	IEA	enables	chemokine activity	22301074|30032202	Function
8839	101800424	GO:0030335	IEA	involved_in	positive regulation of cell migration	30032202	Process
8839	101800424	GO:0043547	IEA	involved_in	positive regulation of GTPase activity	30032202	Process
8839	101800424	GO:0048020	IEA	enables	CCR chemokine receptor binding	30032202	Function
8839	101800424	GO:0060326	IEA	involved_in	cell chemotaxis	30032202	Process
8839	101800424	GO:0061844	IEA	involved_in	antimicrobial humoral immune response mediated by antimicrobial peptide	30032202	Process
8839	101800424	GO:0070098	IEA	involved_in	chemokine-mediated signaling pathway	30032202	Process
8839	101800426	GO:0004181	IEA	enables	metallocarboxypeptidase activity	22301074|30032202	Function
8839	101800426	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800426	GO:0006518	IEA	involved_in	peptide metabolic process	30032202	Process
8839	101800426	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101800426	GO:0016485	IEA	involved_in	protein processing	30032202	Process
8839	101800427	GO:0003676	IEA	enables	nucleic acid binding	22301074	Function
8839	101800427	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101800429	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101800429	GO:0006954	IEA	involved_in	inflammatory response	22301074|30032202	Process
8839	101800429	GO:0006955	IEA	involved_in	immune response	22301074|30032202	Process
8839	101800429	GO:0007186	IEA	involved_in	G protein-coupled receptor signaling pathway	22301074	Process
8839	101800429	GO:0007204	IEA	involved_in	positive regulation of cytosolic calcium ion concentration	30032202	Process
8839	101800429	GO:0009897	IEA	located_in	external side of plasma membrane	30032202	Component
8839	101800429	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101800429	GO:0016493	IEA	enables	C-C chemokine receptor activity	22301074|30032202	Function
8839	101800429	GO:0019722	IEA	involved_in	calcium-mediated signaling	30032202	Process
8839	101800429	GO:0019957	IEA	enables	C-C chemokine binding	30032202	Function
8839	101800429	GO:0060326	IEA	involved_in	cell chemotaxis	30032202	Process
8839	101800429	GO:0090026	IEA	involved_in	positive regulation of monocyte chemotaxis	22301074	Process
8839	101800431	GO:0003939	IEA	enables	L-iditol 2-dehydrogenase (NAD+) activity	30032202	Function
8839	101800431	GO:0006062	IEA	involved_in	D-sorbitol catabolic process	30032202	Process
8839	101800431	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101800433	GO:0005975	IEA	involved_in	carbohydrate metabolic process	22301074	Process
8839	101800433	GO:0015929	IEA	enables	hexosaminidase activity	30032202	Function
8839	101800434	GO:0004653	IEA	enables	polypeptide N-acetylgalactosaminyltransferase activity	30032202	Function
8839	101800434	GO:0005794	IEA	located_in	Golgi apparatus	30032202	Component
8839	101800434	GO:0006493	IEA	involved_in	protein O-linked glycosylation	30032202	Process
8839	101800435	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800439	GO:0006955	IEA	involved_in	immune response	30032202	Process
8839	101800439	GO:0007186	IEA	involved_in	G protein-coupled receptor signaling pathway	22301074	Process
8839	101800439	GO:0007204	IEA	involved_in	positive regulation of cytosolic calcium ion concentration	30032202	Process
8839	101800439	GO:0007420	IEA	involved_in	brain development	30032202	Process
8839	101800439	GO:0009897	IEA	located_in	external side of plasma membrane	30032202	Component
8839	101800439	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101800439	GO:0016493	IEA	enables	C-C chemokine receptor activity	30032202	Function
8839	101800439	GO:0019722	IEA	involved_in	calcium-mediated signaling	30032202	Process
8839	101800439	GO:0019957	IEA	enables	C-C chemokine binding	30032202	Function
8839	101800439	GO:0022008	IEA	involved_in	neurogenesis	30032202	Process
8839	101800439	GO:0060326	IEA	involved_in	cell chemotaxis	30032202	Process
8839	101800440	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101800440	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101800440	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800440	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101800441	GO:0006120	IEA	involved_in	mitochondrial electron transport, NADH to ubiquinone	30032202	Process
8839	101800441	GO:0045271	IEA	part_of	respiratory chain complex I	30032202	Component
8839	101800442	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101800442	GO:0006457	IEA	involved_in	protein folding	22301074	Process
8839	101800442	GO:0016887	IEA	enables	ATP hydrolysis activity	22301074	Function
8839	101800442	GO:0140662	IEA	enables	ATP-dependent protein folding chaperone	22301074	Function
8839	101800443	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101800444	GO:0003723	IEA	enables	RNA binding	22301074|30032202	Function
8839	101800445	GO:0004411	IEA	enables	homogentisate 1,2-dioxygenase activity	22301074|30032202	Function
8839	101800445	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101800445	GO:0006559	IEA	involved_in	L-phenylalanine catabolic process	22301074|30032202	Process
8839	101800446	GO:0000977	IEA	enables	RNA polymerase II transcription regulatory region sequence-specific DNA binding	30032202	Function
8839	101800446	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101800446	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101800446	GO:0032502	IEA	involved_in	developmental process	30032202	Process
8839	101800446	GO:0046983	IEA	enables	protein dimerization activity	22301074	Function
8839	101800447	GO:0000145	IEA	part_of	exocyst	30032202	Component
8839	101800447	GO:0006887	IEA	involved_in	exocytosis	30032202	Process
8839	101800447	GO:0006893	IEA	involved_in	Golgi to plasma membrane transport	30032202	Process
8839	101800448	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800451	GO:0016311	IEA	involved_in	dephosphorylation	30032202	Process
8839	101800451	GO:0030170	IEA	enables	pyridoxal phosphate binding	30032202	Function
8839	101800451	GO:0046360	IEA	involved_in	2-oxobutyrate biosynthetic process	30032202	Process
8839	101800452	GO:0005096	IEA	enables	GTPase activator activity	30032202	Function
8839	101800452	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800452	GO:0007165	IEA	involved_in	signal transduction	22301074	Process
8839	101800452	GO:0030036	IEA	involved_in	actin cytoskeleton organization	30032202	Process
8839	101800452	GO:0035023	IEA	involved_in	regulation of Rho protein signal transduction	30032202	Process
8839	101800453	GO:0003924	IEA	enables	GTPase activity	22301074	Function
8839	101800453	GO:0005525	IEA	enables	GTP binding	22301074	Function
8839	101800453	GO:0005764	IEA	located_in	lysosome	30032202	Component
8839	101800453	GO:0005770	IEA	located_in	late endosome	30032202	Component
8839	101800453	GO:0008333	IEA	involved_in	endosome to lysosome transport	30032202	Process
8839	101800453	GO:0045335	IEA	located_in	phagocytic vesicle	30032202	Component
8839	101800453	GO:0090385	IEA	involved_in	phagosome-lysosome fusion	30032202	Process
8839	101800454	GO:0005085	IEA	enables	guanyl-nucleotide exchange factor activity	30032202	Function
8839	101800454	GO:0005096	IEA	enables	GTPase activator activity	30032202	Function
8839	101800454	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800454	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101800454	GO:0007186	IEA	involved_in	G protein-coupled receptor signaling pathway	30032202	Process
8839	101800454	GO:0032007	IEA	involved_in	negative regulation of TOR signaling	22301074	Process
8839	101800454	GO:0035556	IEA	involved_in	intracellular signal transduction	22301074	Process
8839	101800454	GO:0043547	IEA	involved_in	positive regulation of GTPase activity	30032202	Process
8839	101800455	GO:0005789	IEA	located_in	endoplasmic reticulum membrane	30032202	Component
8839	101800455	GO:0006672	IEA	involved_in	ceramide metabolic process	22301074|30032202	Process
8839	101800455	GO:0017040	IEA	enables	N-acylsphingosine amidohydrolase activity	30032202	Function
8839	101800455	GO:0071602	IEA	involved_in	phytosphingosine biosynthetic process	30032202	Process
8839	101800458	GO:0004674	IEA	enables	protein serine/threonine kinase activity	22301074	Function
8839	101800458	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101800458	GO:0006468	IEA	involved_in	protein phosphorylation	22301074	Process
8839	101800459	GO:0003677	IEA	enables	DNA binding	22301074	Function
8839	101800459	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101800459	GO:0042645	IEA	located_in	mitochondrial nucleoid	30032202	Component
8839	101800459	GO:0070987	IEA	involved_in	error-free translesion synthesis	30032202	Process
8839	101800461	GO:0005096	IEA	enables	GTPase activator activity	22301074	Function
8839	101800461	GO:0051056	IEA	involved_in	regulation of small GTPase mediated signal transduction	22301074	Process
8839	101800463	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101800463	GO:0008568	IEA	enables	microtubule severing ATPase activity	30032202	Function
8839	101800463	GO:0016887	IEA	enables	ATP hydrolysis activity	22301074|30032202	Function
8839	101800464	GO:0008126	IEA	enables	acetylesterase activity	30032202	Function
8839	101800464	GO:0036126	IEA	located_in	sperm flagellum	30032202	Component
8839	101800464	GO:0043401	IEA	involved_in	steroid hormone receptor signaling pathway	30032202	Process
8839	101800464	GO:0046464	IEA	involved_in	acylglycerol catabolic process	30032202	Process
8839	101800464	GO:0047372	IEA	enables	monoacylglycerol lipase activity	30032202	Function
8839	101800464	GO:0048240	IEA	involved_in	sperm capacitation	30032202	Process
8839	101800464	GO:0051792	IEA	involved_in	medium-chain fatty acid biosynthetic process	30032202	Process
8839	101800464	GO:0051793	IEA	involved_in	medium-chain fatty acid catabolic process	30032202	Process
8839	101800464	GO:0097524	IEA	located_in	sperm plasma membrane	30032202	Component
8839	101800465	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101800465	GO:0019911	IEA	enables	structural constituent of myelin sheath	30032202	Function
8839	101800465	GO:0022010	IEA	involved_in	central nervous system myelination	30032202	Process
8839	101800465	GO:0043209	IEA	located_in	myelin sheath	30032202	Component
8839	101800465	GO:0061564	IEA	involved_in	axon development	30032202	Process
8839	101800466	GO:0004888	IEA	enables	transmembrane signaling receptor activity	22301074	Function
8839	101800466	GO:0022848	IEA	enables	acetylcholine-gated monoatomic cation-selective channel activity	22301074	Function
8839	101800466	GO:0034220	IEA	involved_in	monoatomic ion transmembrane transport	22301074	Process
8839	101800466	GO:0045211	IEA	located_in	postsynaptic membrane	22301074	Component
8839	101800467	GO:0005783	IEA	located_in	endoplasmic reticulum	30032202	Component
8839	101800467	GO:0006457	IEA	involved_in	protein folding	22301074	Process
8839	101800467	GO:0051604	IEA	involved_in	protein maturation	30032202	Process
8839	101800467	GO:0051787	IEA	enables	misfolded protein binding	30032202	Function
8839	101800468	GO:0003729	IEA	enables	mRNA binding	30032202	Function
8839	101800468	GO:0005634	IEA	located_in	nucleus	22301074|30032202	Component
8839	101800468	GO:0006396	IEA	involved_in	RNA processing	22301074	Process
8839	101800468	GO:1990904	IEA	part_of	ribonucleoprotein complex	22301074	Component
8839	101800469	GO:0004305	IEA	enables	ethanolamine kinase activity	30032202	Function
8839	101800469	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101800469	GO:0006646	IEA	involved_in	phosphatidylethanolamine biosynthetic process	30032202	Process
8839	101800471	GO:0006959	IEA	involved_in	humoral immune response	30032202	Process
8839	101800471	GO:0043123	IEA	involved_in	positive regulation of canonical NF-kappaB signal transduction	30032202	Process
8839	101800472	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101800472	GO:0070042	IEA	enables	rRNA (uridine-N3-)-methyltransferase activity	22301074|30032202	Function
8839	101800472	GO:0070475	IEA	involved_in	rRNA base methylation	22301074|30032202	Process
8839	101800473	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800473	GO:0019005	IEA	part_of	SCF ubiquitin ligase complex	30032202	Component
8839	101800473	GO:0043161	IEA	involved_in	proteasome-mediated ubiquitin-dependent protein catabolic process	30032202	Process
8839	101800475	GO:0000977	IEA	enables	RNA polymerase II transcription regulatory region sequence-specific DNA binding	30032202	Function
8839	101800475	GO:0001228	IEA	enables	DNA-binding transcription activator activity, RNA polymerase II-specific	30032202	Function
8839	101800475	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101800475	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101800475	GO:1990589	IEA	part_of	ATF4-CREB1 transcription factor complex	30032202	Component
8839	101800475	GO:1990590	IEA	part_of	ATF1-ATF4 transcription factor complex	30032202	Component
8839	101800476	GO:0003677	IEA	enables	DNA binding	30032202	Function
8839	101800476	GO:0005669	IEA	part_of	transcription factor TFIID complex	22301074|30032202	Component
8839	101800476	GO:0006351	IEA	involved_in	DNA-templated transcription	22301074	Process
8839	101800476	GO:0006367	IEA	involved_in	transcription initiation at RNA polymerase II promoter	30032202	Process
8839	101800476	GO:0016251	IEA	enables	RNA polymerase II general transcription initiation factor activity	30032202	Function
8839	101800476	GO:0046982	IEA	enables	protein heterodimerization activity	22301074	Function
8839	101800478	GO:0003713	IEA	enables	transcription coactivator activity	30032202	Function
8839	101800478	GO:0003779	IEA	enables	actin binding	22301074	Function
8839	101800478	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101800478	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101800478	GO:0034314	IEA	involved_in	Arp2/3 complex-mediated actin nucleation	30032202	Process
8839	101800478	GO:0043065	IEA	involved_in	positive regulation of apoptotic process	30032202	Process
8839	101800478	GO:0070060	IEA	involved_in	'de novo' actin filament nucleation	30032202	Process
8839	101800478	GO:0071933	IEA	enables	Arp2/3 complex binding	30032202	Function
8839	101800478	GO:0072332	IEA	involved_in	intrinsic apoptotic signaling pathway by p53 class mediator	30032202	Process
8839	101800479	GO:0003735	IEA	enables	structural constituent of ribosome	22301074	Function
8839	101800479	GO:0005840	IEA	located_in	ribosome	22301074	Component
8839	101800479	GO:0006412	IEA	involved_in	translation	22301074	Process
8839	101800480	GO:0003828	IEA	enables	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	30032202	Function
8839	101800480	GO:0006491	IEA	involved_in	N-glycan processing	30032202	Process
8839	101800480	GO:0009311	IEA	involved_in	oligosaccharide metabolic process	30032202	Process
8839	101800481	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800482	GO:0004963	IEA	enables	follicle-stimulating hormone receptor activity	22301074|30032202	Function
8839	101800482	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800482	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101800482	GO:0007189	IEA	involved_in	adenylate cyclase-activating G protein-coupled receptor signaling pathway	30032202	Process
8839	101800482	GO:0007190	IEA	involved_in	activation of adenylate cyclase activity	30032202	Process
8839	101800482	GO:0008528	IEA	enables	G protein-coupled peptide receptor activity	30032202	Function
8839	101800482	GO:0008584	IEA	involved_in	male gonad development	30032202	Process
8839	101800482	GO:0009755	IEA	involved_in	hormone-mediated signaling pathway	30032202	Process
8839	101800482	GO:0042699	IEA	involved_in	follicle-stimulating hormone signaling pathway	30032202	Process
8839	101800483	GO:0004896	IEA	enables	cytokine receptor activity	22301074|30032202	Function
8839	101800483	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800483	GO:0009897	IEA	located_in	external side of plasma membrane	30032202	Component
8839	101800483	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101800483	GO:0019221	IEA	involved_in	cytokine-mediated signaling pathway	30032202	Process
8839	101800484	GO:0003828	IEA	enables	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	30032202	Function
8839	101800484	GO:0006491	IEA	involved_in	N-glycan processing	30032202	Process
8839	101800484	GO:0009311	IEA	involved_in	oligosaccharide metabolic process	30032202	Process
8839	101800485	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800485	GO:0007165	IEA	involved_in	signal transduction	30032202	Process
8839	101800486	GO:0005789	IEA	located_in	endoplasmic reticulum membrane	30032202	Component
8839	101800486	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101800486	GO:0051480	IEA	involved_in	regulation of cytosolic calcium ion concentration	30032202	Process
8839	101800486	GO:1990034	IEA	involved_in	calcium ion export across plasma membrane	30032202	Process
8839	101800487	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101800487	GO:0019901	IEA	enables	protein kinase binding	30032202	Function
8839	101800487	GO:0030291	IEA	enables	protein serine/threonine kinase inhibitor activity	30032202	Function
8839	101800488	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101800488	GO:0045944	IEA	involved_in	positive regulation of transcription by RNA polymerase II	30032202	Process
8839	101800489	GO:0003682	IEA	enables	chromatin binding	30032202	Function
8839	101800489	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101800489	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101800489	GO:0005721	IEA	located_in	pericentric heterochromatin	30032202	Component
8839	101800489	GO:0006346	IEA	involved_in	DNA methylation-dependent constitutive heterochromatin formation	30032202	Process
8839	101800489	GO:0031508	IEA	involved_in	pericentric heterochromatin formation	30032202	Process
8839	101800489	GO:0044027	IEA	involved_in	negative regulation of gene expression via chromosomal CpG island methylation	30032202	Process
8839	101800489	GO:0046651	IEA	involved_in	lymphocyte proliferation	30032202	Process
8839	101800490	GO:0003743	IEA	enables	translation initiation factor activity	22301074|30032202	Function
8839	101800490	GO:0006413	IEA	involved_in	translational initiation	22301074|30032202	Process
8839	101800490	GO:0008237	IEA	enables	metallopeptidase activity	22301074	Function
8839	101800490	GO:0031369	IEA	enables	translation initiation factor binding	22301074|30032202	Function
8839	101800490	GO:0071541	IEA	part_of	eukaryotic translation initiation factor 3 complex, eIF3m	30032202	Component
8839	101800491	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101800491	GO:0005980	IEA	involved_in	glycogen catabolic process	30032202	Process
8839	101800491	GO:0008184	IEA	enables	glycogen phosphorylase activity	22301074|30032202	Function
8839	101800491	GO:0030170	IEA	enables	pyridoxal phosphate binding	22301074|30032202	Function
8839	101800493	GO:0016020	IEA	located_in	membrane	30032202	Component
8839	101800494	GO:0005096	IEA	enables	GTPase activator activity	22301074|30032202	Function
8839	101800494	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800494	GO:0005547	IEA	enables	phosphatidylinositol-3,4,5-trisphosphate binding	22301074|30032202	Function
8839	101800494	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101800494	GO:0007165	IEA	involved_in	signal transduction	22301074	Process
8839	101800494	GO:0043547	IEA	involved_in	positive regulation of GTPase activity	22301074	Process
8839	101800495	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101800495	GO:0006203	IEA	involved_in	dGTP catabolic process	30032202	Process
8839	101800495	GO:0008832	IEA	enables	dGTPase activity	30032202	Function
8839	101800495	GO:0045088	IEA	involved_in	regulation of innate immune response	30032202	Process
8839	101800495	GO:0051607	IEA	involved_in	defense response to virus	30032202	Process
8839	101800496	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101800496	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101800496	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101800496	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101800497	GO:0006886	IEA	involved_in	intracellular protein transport	22301074|30032202	Process
8839	101800497	GO:0006890	IEA	involved_in	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	30032202	Process
8839	101800497	GO:0007030	IEA	involved_in	Golgi organization	30032202	Process
8839	101800497	GO:0017119	IEA	part_of	COG complex	22301074|30032202	Component
8839	101800498	GO:0004714	IEA	enables	transmembrane receptor protein tyrosine kinase activity	30032202	Function
8839	101800498	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101800498	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101800498	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101800498	GO:0006468	IEA	involved_in	protein phosphorylation	22301074	Process
8839	101800498	GO:0006909	IEA	involved_in	phagocytosis	30032202	Process
8839	101800498	GO:0007169	IEA	involved_in	cell surface receptor protein tyrosine kinase signaling pathway	30032202	Process
8839	101800498	GO:0007275	IEA	involved_in	multicellular organism development	30032202	Process
8839	101800498	GO:0007399	IEA	involved_in	nervous system development	30032202	Process
8839	101800498	GO:0016477	IEA	involved_in	cell migration	30032202	Process
8839	101800498	GO:0033674	IEA	involved_in	positive regulation of kinase activity	30032202	Process
8839	101800498	GO:0043235	IEA	part_of	signaling receptor complex	30032202	Component
8839	101800500	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101800500	GO:0034199	IEA	involved_in	activation of protein kinase A activity	30032202	Process
8839	101800500	GO:0034237	IEA	enables	protein kinase A regulatory subunit binding	30032202	Function
8839	101800501	GO:0003723	IEA	enables	RNA binding	30032202	Function
8839	101800501	GO:0003724	IEA	enables	RNA helicase activity	22301074	Function
8839	101800501	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101800501	GO:0005622	IEA	located_in	intracellular anatomical structure	30032202	Component
8839	101800501	GO:0006413	IEA	involved_in	translational initiation	22301074	Process
8839	101800502	GO:0004930	IEA	enables	G protein-coupled receptor activity	22301074|30032202	Function
8839	101800502	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101800502	GO:0007166	IEA	involved_in	cell surface receptor signaling pathway	22301074	Process
8839	101800502	GO:0007189	IEA	involved_in	adenylate cyclase-activating G protein-coupled receptor signaling pathway	30032202	Process
8839	101800504	GO:0005794	IEA	located_in	Golgi apparatus	30032202	Component
8839	101800504	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101800504	GO:0016192	IEA	involved_in	vesicle-mediated transport	30032202	Process
8839	101800504	GO:0031267	IEA	enables	small GTPase binding	30032202	Function
8839	101800507	GO:0005739	IEA	located_in	mitochondrion	22301074|30032202	Component
8839	101800507	GO:0045271	IEA	part_of	respiratory chain complex I	30032202	Component
8839	101800508	GO:0004222	IEA	enables	metalloendopeptidase activity	22301074|30032202	Function
8839	101800508	GO:0005739	IEA	located_in	mitochondrion	30032202	Component
8839	101800508	GO:0006518	IEA	involved_in	peptide metabolic process	30032202	Process
8839	101800512	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101800512	GO:0046875	IEA	enables	ephrin receptor binding	30032202	Function
8839	101800512	GO:0048013	IEA	involved_in	ephrin receptor signaling pathway	30032202	Process
8839	101800513	GO:0003723	IEA	enables	RNA binding	22301074	Function
8839	101800513	GO:0004439	IEA	enables	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	30032202	Function
8839	101800513	GO:0017124	IEA	enables	SH3 domain binding	30032202	Function
8839	101800513	GO:0046856	IEA	involved_in	phosphatidylinositol dephosphorylation	22301074|30032202	Process
8839	101800513	GO:0048471	IEA	located_in	perinuclear region of cytoplasm	30032202	Component
8839	101800513	GO:0048488	IEA	involved_in	synaptic vesicle endocytosis	30032202	Process
8839	101800513	GO:0098793	IEA	located_in	presynapse	30032202	Component
8839	101800514	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	22301074	Function
8839	101800514	GO:0003677	IEA	enables	DNA binding	22301074	Function
8839	101800514	GO:0006355	IEA	involved_in	regulation of DNA-templated transcription	22301074	Process
8839	101800517	GO:0004888	IEA	enables	transmembrane signaling receptor activity	22301074	Function
8839	101800517	GO:0022848	IEA	enables	acetylcholine-gated monoatomic cation-selective channel activity	22301074	Function
8839	101800517	GO:0034220	IEA	involved_in	monoatomic ion transmembrane transport	22301074	Process
8839	101800517	GO:0045211	IEA	located_in	postsynaptic membrane	22301074	Component
8839	101800520	GO:0004601	IEA	enables	peroxidase activity	30032202	Function
8839	101800520	GO:0005344	IEA	enables	oxygen carrier activity	30032202	Function
8839	101800520	GO:0005506	IEA	enables	iron ion binding	22301074	Function
8839	101800520	GO:0005833	IEA	part_of	hemoglobin complex	22301074|30032202	Component
8839	101800520	GO:0015671	IEA	involved_in	oxygen transport	22301074	Process
8839	101800520	GO:0019825	IEA	enables	oxygen binding	22301074|30032202	Function
8839	101800520	GO:0020037	IEA	enables	heme binding	22301074|30032202	Function
8839	101800520	GO:0031720	IEA	enables	haptoglobin binding	30032202	Function
8839	101800520	GO:0031838	IEA	part_of	haptoglobin-hemoglobin complex	30032202	Component
8839	101800520	GO:0042744	IEA	involved_in	hydrogen peroxide catabolic process	30032202	Process
8839	101800520	GO:0043177	IEA	enables	organic acid binding	30032202	Function
8839	101800520	GO:0072562	IEA	located_in	blood microparticle	30032202	Component
8839	101800521	GO:0005737	IEA	located_in	cytoplasm	22301074|30032202	Component
8839	101800521	GO:0007275	IEA	involved_in	multicellular organism development	22301074|30032202	Process
8839	101800521	GO:0031624	IEA	enables	ubiquitin conjugating enzyme binding	30032202	Function
8839	101800521	GO:0043161	IEA	involved_in	proteasome-mediated ubiquitin-dependent protein catabolic process	30032202	Process
8839	101800521	GO:0061630	IEA	enables	ubiquitin protein ligase activity	30032202	Function
8839	101800522	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101800522	GO:0001228	IEA	enables	DNA-binding transcription activator activity, RNA polymerase II-specific	30032202	Function
8839	101800522	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101800522	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101800523	GO:0015629	IEA	located_in	actin cytoskeleton	30032202	Component
8839	101800524	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101800524	GO:0005739	IEA	located_in	mitochondrion	30032202	Component
8839	101800524	GO:0005876	IEA	located_in	spindle microtubule	30032202	Component
8839	101800524	GO:0008017	IEA	enables	microtubule binding	30032202	Function
8839	101800524	GO:0097431	IEA	located_in	mitotic spindle pole	30032202	Component
8839	101800525	GO:0005739	IEA	located_in	mitochondrion	30032202	Component
8839	101800525	GO:0006635	IEA	involved_in	fatty acid beta-oxidation	30032202	Process
8839	101800525	GO:0008670	IEA	enables	2,4-dienoyl-CoA reductase (NADPH) activity	30032202	Function
8839	101800526	GO:0004252	IEA	enables	serine-type endopeptidase activity	22301074|30032202	Function
8839	101800526	GO:0006508	IEA	involved_in	proteolysis	22301074|30032202	Process
8839	101800527	GO:0005509	IEA	enables	calcium ion binding	22301074|30032202	Function
8839	101800527	GO:0005743	IEA	located_in	mitochondrial inner membrane	30032202	Component
